Date,Open,High,Low,Close
1933-03-01,3.3275,3.335,3.3275,3.335
1933-06-01,3.335,3.335,3.3127,3.3127
1933-09-01,3.3127,5.3875,3.3127,5.3875
1933-12-01,5.3875,5.3875,5.12,5.12
1934-03-01,5.12,5.145,5.12,5.145
1934-06-01,5.145,5.1725,5.145,5.1725
1934-09-01,5.1725,5.1725,4.87,4.87
1934-12-01,4.87,4.9363,4.87,4.9363
1935-03-01,4.9363,4.9375,4.9363,4.9375
1935-06-01,4.9375,4.9812,4.9375,4.9812
1935-09-01,4.9812,4.9812,4.7238,4.7238
1935-12-01,4.7238,4.93,4.7238,4.93
1936-03-01,4.93,4.93,4.9288,4.9288
1936-06-01,4.9288,5.0669,4.9288,5.0669
1936-09-01,5.0669,5.0669,4.8725,4.8725
1936-12-01,4.8725,4.9088,4.8725,4.9088
1937-03-01,4.9088,4.9088,4.9088,4.9088
1937-06-01,4.9088,4.9088,4.8756,4.8756
1937-09-01,4.8756,5.015,4.8756,5.015
1937-12-01,5.015,5.015,4.9969,4.9969
1938-03-01,4.9969,5.0012,4.9969,5.0012
1938-06-01,5.0012,5.0338,5.0012,5.0338
1938-09-01,5.0338,5.0338,4.6,4.6
1938-12-01,4.6,4.6363,4.6,4.6363
1939-03-01,4.6363,4.6363,4.6219,4.6219
1939-06-01,4.6219,4.6969,4.6219,4.6969
1939-09-01,4.6969,4.6969,3.725,3.725
1939-12-01,3.725,3.9537,3.725,3.9537
1940-03-01,3.9537,3.9537,3.9488,3.9488
1940-06-01,3.9488,3.9488,2.995,2.995
1940-09-01,2.995,4.04,2.995,4.04
1940-12-01,4.04,4.04,4.035,4.035
1941-03-01,4.035,4.035,4.035,4.035
1941-06-01,4.035,4.035,4.035,4.035
1941-09-01,4.035,4.035,4.0025,4.0025
1941-12-01,4.0025,4.0325,4.0025,4.0325
1942-03-01,4.0325,4.0325,4.0325,4.0325
1942-06-01,4.0325,4.0325,4.0325,4.0325
1942-09-01,4.0325,4.0325,4.0325,4.0325
1942-12-01,4.0325,4.0325,4.0325,4.0325
1943-03-01,4.0325,4.0325,4.0325,4.0325
1943-06-01,4.0325,4.0325,4.0325,4.0325
1943-09-01,4.0325,4.0325,4.02,4.02
1943-12-01,4.02,4.02,4.02,4.02
1944-03-01,4.02,4.02,4.02,4.02
1944-06-01,4.02,4.02,4.02,4.02
1944-09-01,4.02,4.02,4.02,4.02
1944-12-01,4.02,4.02,4.02,4.02
1945-03-01,4.02,4.02,4.02,4.02
1945-06-01,4.02,4.02,4.02,4.02
1945-09-01,4.02,4.0287,4.02,4.0287
1945-12-01,4.0287,4.0287,4.025,4.025
1946-03-01,4.025,4.025,4.025,4.025
1946-06-01,4.025,4.025,4.025,4.025
1946-09-01,4.025,4.025,4.025,4.025
1946-12-01,4.025,4.025,4.025,4.025
1947-03-01,4.025,4.025,4.025,4.025
1947-06-01,4.025,4.025,4.0212,4.0212
1947-09-01,4.0212,4.0381,4.0212,4.0381
1947-12-01,4.0381,4.0381,4.0331,4.0331
1948-03-01,4.0331,4.0331,4.0313,4.0313
1948-06-01,4.0313,4.0313,3.008,3.008
1948-09-01,3.008,4.0331,3.008,4.0331
1948-12-01,4.0331,4.0331,4.0319,4.0319
1949-03-01,4.0319,4.0319,4.0319,4.0319
1949-06-01,4.0319,4.0319,4.0319,4.0319
1949-09-01,4.0319,4.0319,2.43,2.43
1949-12-01,2.43,2.8006,2.43,2.8006
1950-03-01,2.8006,2.8006,2.8006,2.8006
1950-06-01,2.8006,2.8006,2.318,2.318
1950-09-01,2.318,2.8019,2.318,2.8019
1950-12-01,2.8019,2.8019,2.8013,2.8013
1951-03-01,2.8013,2.8013,2.8013,2.8013
1951-06-01,2.8013,2.8019,2.8013,2.8019
1951-09-01,2.8019,2.8019,2.3,2.3
1951-12-01,2.3,2.7814,2.3,2.7814
1952-03-01,2.7814,2.7825,2.7814,2.7825
1952-06-01,2.7825,2.7825,2.17,2.17
1952-09-01,2.17,2.8138,2.17,2.8138
1952-12-01,2.8138,2.8138,2.8096,2.8096
1953-03-01,2.8096,2.8096,2.8082,2.8082
1953-06-01,2.8082,2.8082,2.7957,2.7957
1953-09-01,2.7957,2.82,2.7957,2.82
1953-12-01,2.82,2.82,2.8106,2.8106
1954-03-01,2.8106,2.8106,2.8106,2.8106
1954-06-01,2.8106,2.8194,2.8106,2.8194
1954-09-01,2.8194,2.8194,2.704,2.704
1954-12-01,2.704,2.7856,2.704,2.7856
1955-03-01,2.7856,2.7856,2.7853,2.7853
1955-06-01,2.7853,2.7853,2.71,2.71
1955-09-01,2.71,2.8046,2.71,2.8046
1955-12-01,2.8046,2.8046,2.8025,2.8025
1956-03-01,2.8025,2.8025,2.8025,2.8025
1956-06-01,2.8025,2.8104,2.8025,2.8104
1956-09-01,2.8104,2.8104,2.74,2.74
1956-12-01,2.74,2.7856,2.74,2.7856
1957-03-01,2.7856,2.7875,2.7856,2.7875
1957-06-01,2.7875,2.7875,2.7818,2.7818
1957-09-01,2.7818,2.8093,2.7818,2.8093
1957-12-01,2.8093,2.8093,2.8093,2.8093
1958-03-01,2.8093,2.8106,2.8093,2.8106
1958-06-01,2.8106,2.8184,2.8106,2.8184
1958-09-01,2.8184,2.8184,2.7981,2.7981
1958-12-01,2.7981,2.8021,2.7981,2.8021
1959-03-01,2.8021,2.8034,2.8021,2.8034
1959-06-01,2.8034,2.8176,2.8034,2.8176
1959-09-01,2.8176,2.8176,2.7964,2.7964
1959-12-01,2.7964,2.7995,2.7964,2.7995
1960-03-01,2.7995,2.8007,2.7995,2.8007
1960-06-01,2.8007,2.8007,2.798,2.798
1960-09-01,2.798,2.8169,2.798,2.8169
1960-12-01,2.8169,2.8169,2.8038,2.8038
1961-03-01,2.8038,2.8062,2.8038,2.8062
1961-06-01,2.8062,2.8062,2.785,2.785
1961-09-01,2.785,2.8169,2.785,2.8169
1961-12-01,2.8169,2.8169,2.8081,2.8081
1962-03-01,2.8081,2.8094,2.8081,2.8094
1962-06-01,2.8094,2.8169,2.8094,2.8169
1962-09-01,2.8169,2.8169,2.8,2.8
1962-12-01,2.8,2.8025,2.8,2.8025
1963-03-01,2.8025,2.8025,2.8025,2.8025
1963-06-01,2.8025,2.8062,2.8025,2.8062
1963-09-01,2.8062,2.8062,2.7962,2.7962
1963-12-01,2.7962,2.7969,2.7962,2.7969
1964-03-01,2.7969,2.7969,2.7969,2.7969
1964-06-01,2.7969,2.8006,2.7969,2.8006
1964-09-01,2.8006,2.8006,2.7806,2.7806
1964-12-01,2.7806,2.79,2.7806,2.79
1965-03-01,2.79,2.79,2.79,2.79
1965-06-01,2.79,2.79,2.7894,2.7894
1965-09-01,2.7894,2.805,2.7894,2.805
1965-12-01,2.805,2.805,2.8025,2.8025
1966-03-01,2.8025,2.8025,2.8025,2.8025
1966-06-01,2.8025,2.805,2.8025,2.805
1966-09-01,2.805,2.805,2.7869,2.7869
1966-12-01,2.7869,2.79,2.7869,2.79
1967-03-01,2.79,2.7906,2.79,2.7906
1967-06-01,2.7906,2.8012,2.7906,2.8012
1967-09-01,2.8012,2.8012,2.4005,2.4005
1967-12-01,2.4005,2.4067,2.4005,2.4067
1968-03-01,2.4067,2.4067,2.4067,2.4067
1968-06-01,2.4067,2.4122,2.4067,2.4122
1968-09-01,2.4122,2.4122,2.3805,2.3805
1968-12-01,2.3805,2.3849,2.3805,2.3849
1969-03-01,2.3849,2.3849,2.3845,2.3845
1969-06-01,2.3845,2.3845,2.3811,2.3811
1969-09-01,2.3811,2.399,2.3811,2.399
1969-12-01,2.399,2.399,2.3989,2.3989
1970-03-01,2.3989,2.3989,2.3989,2.3989
1970-06-01,2.3989,2.4119,2.3989,2.4119
1970-09-01,2.4119,2.4119,2.3792,2.3792
1970-12-01,2.3792,2.3938,2.3792,2.3938
1971-01-04,2.3941,2.3941,2.3941,2.3941
1971-01-05,2.3952,2.3952,2.3952,2.3952
1971-01-06,2.3964,2.3964,2.3964,2.3964
1971-01-07,2.3964,2.3964,2.3964,2.3964
1971-01-08,2.3975,2.3975,2.3975,2.3975
1971-01-11,2.3992,2.3992,2.3992,2.3992
1971-01-12,2.4004,2.4004,2.4004,2.4004
1971-01-13,2.4021,2.4021,2.4021,2.4021
1971-01-14,2.4073,2.4073,2.4073,2.4073
1971-01-15,2.4062,2.4062,2.4062,2.4062
1971-01-18,2.405,2.405,2.405,2.405
1971-01-19,2.4079,2.4079,2.4079,2.4079
1971-01-20,2.4079,2.4079,2.4079,2.4079
1971-01-21,2.4091,2.4091,2.4091,2.4091
1971-01-22,2.4102,2.4102,2.4102,2.4102
1971-01-25,2.4143,2.4143,2.4143,2.4143
1971-01-26,2.416,2.416,2.416,2.416
1971-01-27,2.416,2.416,2.416,2.416
1971-01-28,2.4166,2.4166,2.4166,2.4166
1971-01-29,2.4172,2.4172,2.4172,2.4172
1971-02-01,2.4184,2.4184,2.4184,2.4184
1971-02-02,2.4178,2.4178,2.4178,2.4178
1971-02-03,2.4184,2.4184,2.4184,2.4184
1971-02-04,2.4166,2.4166,2.4166,2.4166
1971-02-05,2.4149,2.4149,2.4149,2.4149
1971-02-08,2.4184,2.4184,2.4184,2.4184
1971-02-09,2.4149,2.4149,2.4149,2.4149
1971-02-10,2.416,2.416,2.416,2.416
1971-02-11,2.416,2.416,2.416,2.416
1971-02-16,2.4195,2.4195,2.4195,2.4195
1971-02-17,2.419,2.419,2.419,2.419
1971-02-18,2.419,2.419,2.419,2.419
1971-02-19,2.419,2.419,2.419,2.419
1971-02-22,2.419,2.419,2.419,2.419
1971-02-23,2.419,2.419,2.419,2.419
1971-02-24,2.419,2.419,2.419,2.419
1971-02-25,2.4178,2.4178,2.4178,2.4178
1971-02-26,2.416,2.416,2.416,2.416
1971-03-01,2.416,2.416,2.416,2.416
1971-03-02,2.4184,2.4184,2.4184,2.4184
1971-03-03,2.4195,2.4195,2.4195,2.4195
1971-03-04,2.4172,2.4172,2.4172,2.4172
1971-03-05,2.4184,2.4184,2.4184,2.4184
1971-03-08,2.4195,2.4195,2.4195,2.4195
1971-03-09,2.4184,2.4184,2.4184,2.4184
1971-03-10,2.419,2.419,2.419,2.419
1971-03-11,2.419,2.419,2.419,2.419
1971-03-12,2.4195,2.4195,2.4195,2.4195
1971-03-15,2.4195,2.4195,2.4195,2.4195
1971-03-16,2.4178,2.4178,2.4178,2.4178
1971-03-17,2.4195,2.4195,2.4195,2.4195
1971-03-18,2.419,2.419,2.419,2.419
1971-03-19,2.4195,2.4195,2.4195,2.4195
1971-03-22,2.4195,2.4195,2.4195,2.4195
1971-03-23,2.4195,2.4195,2.4195,2.4195
1971-03-24,2.4195,2.4195,2.4195,2.4195
1971-03-25,2.4184,2.4184,2.4184,2.4184
1971-03-26,2.419,2.419,2.419,2.419
1971-03-29,2.4195,2.4195,2.4195,2.4195
1971-03-30,2.4178,2.4178,2.4178,2.4178
1971-03-31,2.4172,2.4172,2.4172,2.4172
1971-04-01,2.4149,2.4149,2.4149,2.4149
1971-04-02,2.4125,2.4125,2.4125,2.4125
1971-04-05,2.416,2.416,2.416,2.416
1971-04-06,2.4184,2.4184,2.4184,2.4184
1971-04-07,2.4166,2.4166,2.4166,2.4166
1971-04-08,2.4166,2.4166,2.4166,2.4166
1971-04-09,2.4166,2.4166,2.4166,2.4166
1971-04-12,2.4166,2.4166,2.4166,2.4166
1971-04-13,2.4166,2.4166,2.4166,2.4166
1971-04-14,2.4184,2.4184,2.4184,2.4184
1971-04-15,2.4184,2.4184,2.4184,2.4184
1971-04-16,2.4184,2.4184,2.4184,2.4184
1971-04-19,2.4195,2.4195,2.4195,2.4195
1971-04-20,2.419,2.419,2.419,2.419
1971-04-21,2.4195,2.4195,2.4195,2.4195
1971-04-22,2.419,2.419,2.419,2.419
1971-04-23,2.419,2.419,2.419,2.419
1971-04-26,2.4184,2.4184,2.4184,2.4184
1971-04-27,2.419,2.419,2.419,2.419
1971-04-28,2.4195,2.4195,2.4195,2.4195
1971-04-29,2.4195,2.4195,2.4195,2.4195
1971-04-30,2.4195,2.4195,2.4195,2.4195
1971-05-03,2.419,2.419,2.419,2.419
1971-05-04,2.4184,2.4184,2.4184,2.4184
1971-05-05,2.4195,2.4195,2.4195,2.4195
1971-05-06,2.419,2.419,2.419,2.419
1971-05-07,2.4184,2.4184,2.4184,2.4184
1971-05-10,2.4178,2.4178,2.4178,2.4178
1971-05-11,2.4172,2.4172,2.4172,2.4172
1971-05-12,2.4184,2.4184,2.4184,2.4184
1971-05-13,2.4184,2.4184,2.4184,2.4184
1971-05-14,2.419,2.419,2.419,2.419
1971-05-17,2.4195,2.4195,2.4195,2.4195
1971-05-18,2.4195,2.4195,2.4195,2.4195
1971-05-19,2.4195,2.4195,2.4195,2.4195
1971-05-20,2.4195,2.4195,2.4195,2.4195
1971-05-21,2.419,2.419,2.419,2.419
1971-05-24,2.4195,2.4195,2.4195,2.4195
1971-05-25,2.419,2.419,2.419,2.419
1971-05-26,2.4195,2.4195,2.4195,2.4195
1971-05-27,2.419,2.419,2.419,2.419
1971-05-28,2.4178,2.4178,2.4178,2.4178
1971-06-01,2.4166,2.4166,2.4166,2.4166
1971-06-02,2.4166,2.4166,2.4166,2.4166
1971-06-03,2.419,2.419,2.419,2.419
1971-06-04,2.419,2.419,2.419,2.419
1971-06-07,2.4195,2.4195,2.4195,2.4195
1971-06-08,2.4184,2.4184,2.4184,2.4184
1971-06-09,2.419,2.419,2.419,2.419
1971-06-10,2.4195,2.4195,2.4195,2.4195
1971-06-11,2.4195,2.4195,2.4195,2.4195
1971-06-14,2.4184,2.4184,2.4184,2.4184
1971-06-15,2.419,2.419,2.419,2.419
1971-06-16,2.4195,2.4195,2.4195,2.4195
1971-06-17,2.419,2.419,2.419,2.419
1971-06-18,2.419,2.419,2.419,2.419
1971-06-21,2.419,2.419,2.419,2.419
1971-06-22,2.419,2.419,2.419,2.419
1971-06-23,2.419,2.419,2.419,2.419
1971-06-24,2.419,2.419,2.419,2.419
1971-06-25,2.419,2.419,2.419,2.419
1971-06-28,2.419,2.419,2.419,2.419
1971-06-29,2.419,2.419,2.419,2.419
1971-06-30,2.4195,2.4195,2.4195,2.4195
1971-07-01,2.419,2.419,2.419,2.419
1971-07-02,2.419,2.419,2.419,2.419
1971-07-06,2.4178,2.4178,2.4178,2.4178
1971-07-07,2.419,2.419,2.419,2.419
1971-07-08,2.4184,2.4184,2.4184,2.4184
1971-07-09,2.4184,2.4184,2.4184,2.4184
1971-07-12,2.4178,2.4178,2.4178,2.4178
1971-07-13,2.4178,2.4178,2.4178,2.4178
1971-07-14,2.419,2.419,2.419,2.419
1971-07-15,2.4184,2.4184,2.4184,2.4184
1971-07-16,2.419,2.419,2.419,2.419
1971-07-19,2.4184,2.4184,2.4184,2.4184
1971-07-20,2.4184,2.4184,2.4184,2.4184
1971-07-21,2.419,2.419,2.419,2.419
1971-07-22,2.419,2.419,2.419,2.419
1971-07-23,2.419,2.419,2.419,2.419
1971-07-26,2.4178,2.4178,2.4178,2.4178
1971-07-27,2.4178,2.4178,2.4178,2.4178
1971-07-28,2.419,2.419,2.419,2.419
1971-07-29,2.4184,2.4184,2.4184,2.4184
1971-07-30,2.4178,2.4178,2.4178,2.4178
1971-08-02,2.4178,2.4178,2.4178,2.4178
1971-08-03,2.4172,2.4172,2.4172,2.4172
1971-08-04,2.4195,2.4195,2.4195,2.4195
1971-08-05,2.4184,2.4184,2.4184,2.4184
1971-08-06,2.4184,2.4184,2.4184,2.4184
1971-08-09,2.419,2.419,2.419,2.419
1971-08-10,2.419,2.419,2.419,2.419
1971-08-11,2.4201,2.4201,2.4201,2.4201
1971-08-12,2.4195,2.4195,2.4195,2.4195
1971-08-13,2.4195,2.4195,2.4195,2.4195
1971-08-16,2.4184,2.4184,2.4184,2.4184
1971-08-17,2.4172,2.4172,2.4172,2.4172
1971-08-18,2.416,2.416,2.416,2.416
1971-08-19,2.4149,2.4149,2.4149,2.4149
1971-08-20,2.4137,2.4137,2.4137,2.4137
1971-08-23,2.4349,2.4349,2.4349,2.4349
1971-08-24,2.4444,2.4444,2.4444,2.4444
1971-08-25,2.4588,2.4588,2.4588,2.4588
1971-08-26,2.4722,2.4722,2.4722,2.4722
1971-08-27,2.4691,2.4691,2.4691,2.4691
1971-08-30,2.4679,2.4679,2.4679,2.4679
1971-08-31,2.4534,2.4534,2.4534,2.4534
1971-09-01,2.454,2.454,2.454,2.454
1971-09-02,2.4576,2.4576,2.4576,2.4576
1971-09-03,2.4588,2.4588,2.4588,2.4588
1971-09-07,2.4582,2.4582,2.4582,2.4582
1971-09-08,2.4588,2.4588,2.4588,2.4588
1971-09-09,2.4588,2.4588,2.4588,2.4588
1971-09-10,2.4588,2.4588,2.4588,2.4588
1971-09-13,2.4606,2.4606,2.4606,2.4606
1971-09-14,2.4673,2.4673,2.4673,2.4673
1971-09-15,2.471,2.471,2.471,2.471
1971-09-16,2.471,2.471,2.471,2.471
1971-09-17,2.4722,2.4722,2.4722,2.4722
1971-09-20,2.474,2.474,2.474,2.474
1971-09-21,2.4734,2.4734,2.4734,2.4734
1971-09-22,2.4734,2.4734,2.4734,2.4734
1971-09-23,2.4802,2.4802,2.4802,2.4802
1971-09-24,2.482,2.482,2.482,2.482
1971-09-27,2.4802,2.4802,2.4802,2.4802
1971-09-28,2.4777,2.4777,2.4777,2.4777
1971-09-29,2.4839,2.4839,2.4839,2.4839
1971-09-30,2.4845,2.4845,2.4845,2.4845
1971-10-01,2.4894,2.4894,2.4894,2.4894
1971-10-04,2.4888,2.4888,2.4888,2.4888
1971-10-05,2.4894,2.4894,2.4894,2.4894
1971-10-06,2.4882,2.4882,2.4882,2.4882
1971-10-07,2.4894,2.4894,2.4894,2.4894
1971-10-08,2.4802,2.4802,2.4802,2.4802
1971-10-12,2.4894,2.4894,2.4894,2.4894
1971-10-13,2.4888,2.4888,2.4888,2.4888
1971-10-14,2.4808,2.4808,2.4808,2.4808
1971-10-15,2.4888,2.4888,2.4888,2.4888
1971-10-18,2.4894,2.4894,2.4894,2.4894
1971-10-19,2.4888,2.4888,2.4888,2.4888
1971-10-20,2.4907,2.4907,2.4907,2.4907
1971-10-21,2.4919,2.4919,2.4919,2.4919
1971-10-22,2.4925,2.4925,2.4925,2.4925
1971-10-26,2.4938,2.4938,2.4938,2.4938
1971-10-27,2.4944,2.4944,2.4944,2.4944
1971-10-28,2.4938,2.4938,2.4938,2.4938
1971-10-29,2.4919,2.4919,2.4919,2.4919
1971-11-01,2.4925,2.4925,2.4925,2.4925
1971-11-03,2.4931,2.4931,2.4931,2.4931
1971-11-04,2.4925,2.4925,2.4925,2.4925
1971-11-05,2.4938,2.4938,2.4938,2.4938
1971-11-08,2.4931,2.4931,2.4931,2.4931
1971-11-09,2.4925,2.4925,2.4925,2.4925
1971-11-10,2.4925,2.4925,2.4925,2.4925
1971-11-11,2.4938,2.4938,2.4938,2.4938
1971-11-12,2.4938,2.4938,2.4938,2.4938
1971-11-15,2.4931,2.4931,2.4931,2.4931
1971-11-16,2.4925,2.4925,2.4925,2.4925
1971-11-17,2.4938,2.4938,2.4938,2.4938
1971-11-18,2.4938,2.4938,2.4938,2.4938
1971-11-19,2.4938,2.4938,2.4938,2.4938
1971-11-22,2.4938,2.4938,2.4938,2.4938
1971-11-23,2.4938,2.4938,2.4938,2.4938
1971-11-24,2.4938,2.4938,2.4938,2.4938
1971-11-26,2.4938,2.4938,2.4938,2.4938
1971-11-29,2.4938,2.4938,2.4938,2.4938
1971-11-30,2.4938,2.4938,2.4938,2.4938
1971-12-01,2.4938,2.4938,2.4938,2.4938
1971-12-02,2.4931,2.4931,2.4931,2.4931
1971-12-03,2.4988,2.4988,2.4988,2.4988
1971-12-06,2.4975,2.4975,2.4975,2.4975
1971-12-07,2.5013,2.5013,2.5013,2.5013
1971-12-08,2.5075,2.5075,2.5075,2.5075
1971-12-09,2.5176,2.5176,2.5176,2.5176
1971-12-10,2.5183,2.5183,2.5183,2.5183
1971-12-13,2.5189,2.5189,2.5189,2.5189
1971-12-14,2.5183,2.5183,2.5183,2.5183
1971-12-15,2.5189,2.5189,2.5189,2.5189
1971-12-16,2.5202,2.5202,2.5202,2.5202
1971-12-17,2.5291,2.5291,2.5291,2.5291
1971-12-20,2.5278,2.5278,2.5278,2.5278
1971-12-21,2.5536,2.5536,2.5536,2.5536
1971-12-22,2.5536,2.5536,2.5536,2.5536
1971-12-23,2.5484,2.5484,2.5484,2.5484
1971-12-24,2.5478,2.5478,2.5478,2.5478
1971-12-27,2.5478,2.5478,2.5478,2.5478
1971-12-28,2.5471,2.5471,2.5471,2.5471
1971-12-29,2.5471,2.5471,2.5471,2.5471
1971-12-30,2.5536,2.5536,2.5536,2.5536
1971-12-31,2.5523,2.5523,2.5523,2.5523
1972-01-03,2.5523,2.5523,2.5523,2.5523
1972-01-04,2.5504,2.5504,2.5504,2.5504
1972-01-05,2.5504,2.5504,2.5504,2.5504
1972-01-06,2.5497,2.5497,2.5497,2.5497
1972-01-07,2.5497,2.5497,2.5497,2.5497
1972-01-10,2.5497,2.5497,2.5497,2.5497
1972-01-11,2.5491,2.5491,2.5491,2.5491
